datetime,portfolio_value,drawdown,signal
2025-04-10 22:40:00,10000.0,0.0,0.0
2025-04-10 22:41:00,10000.0,0.0,0.0
2025-04-10 22:42:00,10000.0,0.0,0.0
2025-04-10 22:43:00,10000.0,0.0,0.0
2025-04-10 22:44:00,10000.0,0.0,0.0
2025-04-10 22:45:00,10000.0,0.0,0.0
2025-04-10 22:46:00,10000.0,0.0,0.0
2025-04-10 22:47:00,10000.0,0.0,0.0
2025-04-10 22:48:00,10000.0,0.0,0.0
2025-04-10 22:49:00,10000.0,0.0,0.0
2025-04-10 22:50:00,10000.0,0.0,0.0
2025-04-10 22:51:00,10000.0,0.0,0.0
2025-04-10 22:52:00,10000.0,0.0,0.0
2025-04-10 22:53:00,10000.0,0.0,0.0
2025-04-10 22:54:00,10000.0,0.0,0.0
2025-04-10 22:55:00,10000.0,0.0,0.0
2025-04-10 22:56:00,10000.0,0.0,0.0
2025-04-10 22:57:00,10000.0,0.0,0.0
2025-04-10 22:58:00,10000.0,0.0,0.0
2025-04-10 22:59:00,10000.0,0.0,0.0
2025-04-10 23:00:00,10000.0,0.0,0.0
2025-04-10 23:01:00,10000.0,0.0,0.0
2025-04-10 23:02:00,10000.0,0.0,0.0
2025-04-10 23:03:00,10000.0,0.0,0.0
2025-04-10 23:04:00,10000.0,0.0,0.0
2025-04-10 23:05:00,10000.0,0.0,0.0
2025-04-10 23:06:00,10000.0,0.0,0.0
2025-04-10 23:07:00,10000.0,0.0,0.0
2025-04-10 23:08:00,10000.0,0.0,0.0
2025-04-10 23:09:00,10000.0,0.0,0.0
2025-04-10 23:10:00,10000.0,0.0,0.0
2025-04-10 23:11:00,10000.0,0.0,0.0
2025-04-10 23:12:00,10000.0,0.0,0.0
2025-04-10 23:13:00,10000.0,0.0,0.0
2025-04-10 23:14:00,10000.0,0.0,0.0
2025-04-10 23:15:00,10000.0,0.0,0.0
2025-04-10 23:16:00,10000.0,0.0,0.0
2025-04-10 23:17:00,10000.0,0.0,0.0
2025-04-10 23:18:00,10000.0,0.0,0.0
2025-04-10 23:19:00,10000.0,0.0,0.0
2025-04-10 23:20:00,10000.0,0.0,0.0
2025-04-10 23:21:00,10000.0,0.0,0.0
2025-04-10 23:22:00,10000.0,0.0,0.0
2025-04-10 23:23:00,10000.0,0.0,0.0
2025-04-10 23:24:00,10000.0,0.0,0.0
2025-04-10 23:25:00,10000.0,0.0,0.0
2025-04-10 23:26:00,10000.0,0.0,0.0
2025-04-10 23:27:00,10000.0,0.0,0.0
2025-04-10 23:28:00,10000.0,0.0,0.0
2025-04-10 23:29:00,10000.0,0.0,0.0
2025-04-10 23:30:00,10000.0,0.0,0.0
2025-04-10 23:31:00,10000.0,0.0,0.0
2025-04-10 23:32:00,10000.0,0.0,0.0
2025-04-10 23:33:00,10000.0,0.0,0.0
2025-04-10 23:34:00,10000.0,0.0,0.0
2025-04-10 23:35:00,10000.0,0.0,0.0
2025-04-10 23:36:00,10000.0,0.0,0.0
2025-04-10 23:37:00,10000.0,0.0,0.0
2025-04-10 23:38:00,10000.0,0.0,0.0
2025-04-10 23:39:00,10000.0,0.0,0.04000000000000001
2025-04-10 23:40:00,10000.0,0.0,0.06400000000000002
2025-04-10 23:41:00,10000.0,0.0,0.18816000000000005
2025-04-10 23:42:00,10000.0,0.0,0.20889600000000005
2025-04-10 23:43:00,10000.0,0.0,0.22133760000000005
2025-04-10 23:44:00,10000.0,0.0,0.22880256000000002
2025-04-10 23:45:00,10000.0,0.0,0.233281536
2025-04-10 23:46:00,10000.0,0.0,0.23596892160000002
2025-04-10 23:47:00,10000.0,0.0,0.23758135296000005
2025-04-10 23:48:00,10000.0,0.0,0.23854881177600004
2025-04-10 23:49:00,10000.0,0.0,0.23912928706560005
2025-04-10 23:50:00,10000.0,0.0,0.23947757223936003
2025-04-10 23:51:00,10000.0,0.0,0.23968654334361605
2025-04-10 23:52:00,10000.0,0.0,0.23981192600616963
2025-04-10 23:53:00,10000.0,0.0,0.23988715560370177
2025-04-10 23:54:00,10000.0,0.0,0.23993229336222108
2025-04-10 23:55:00,10000.0,0.0,0.23995937601733267
2025-04-10 23:56:00,10000.0,0.0,0.2399756256103996
2025-04-10 23:57:00,10000.0,0.0,0.23998537536623976
2025-04-10 23:58:00,10000.0,0.0,0.23999122521974386
2025-04-10 23:59:00,10000.0,0.0,0.23999473513184633
2025-04-11 00:00:00,10000.0,0.0,0.2399968410791078
2025-04-11 00:01:00,10000.0,0.0,0.23999810464746468
2025-04-11 00:02:00,10000.0,0.0,0.0719988627884788
2025-04-11 00:03:00,10000.0,0.0,-0.012000284302880297
2025-04-11 00:04:00,10000.0,0.0,-0.03720017058172818
2025-04-11 00:05:00,10000.0,0.0,-0.12556824563768856
2025-04-11 00:06:00,10000.0,0.0,-0.14734094738261314
2025-04-11 00:07:00,10000.0,0.0,-0.16040456842956788
2025-04-11 00:08:00,10000.0,0.0,-0.1682427410577407
2025-04-11 00:09:00,10000.0,0.0,-0.17294564463464443
2025-04-11 00:10:00,10000.0,0.0,-0.17576738678078666
2025-04-11 00:11:00,10000.0,0.0,-0.17746043206847198
2025-04-11 00:12:00,10000.0,0.0,-0.17847625924108315
2025-04-11 00:13:00,10000.0,0.0,-0.17908575554464987
2025-04-11 00:14:00,10000.0,0.0,-0.17945145332678994
2025-04-11 00:15:00,10000.0,0.0,-0.17967087199607393
2025-04-11 00:16:00,10000.0,0.0,-0.17980252319764434
2025-04-11 00:17:00,10000.0,0.0,-0.1798815139185866
2025-04-11 00:18:00,10000.0,0.0,-0.17992890835115194
2025-04-11 00:19:00,10000.0,0.0,-0.17995734501069116
2025-04-11 00:20:00,10000.0,0.0,-0.19471386676687977
2025-04-11 00:21:00,10000.0,0.0,-0.2187663299833427
2025-04-11 00:22:00,10000.0,0.0,-0.2032597979900056
2025-04-11 00:23:00,10000.0,0.0,-0.20475511647429168
2025-04-11 00:24:00,10000.0,0.0,-0.21546765852731023
2025-04-11 00:25:00,10000.0,0.0,-0.25811991358417086
2025-04-11 00:26:00,10000.0,0.0,-0.2715745322985423
2025-04-11 00:27:00,10000.0,0.0,-0.31877009890648184
2025-04-11 00:28:00,10000.0,0.0,-0.35260199214934457
2025-04-11 00:29:00,10000.0,0.0,-0.33165426323973674
2025-04-11 00:30:00,10000.0,0.0,-0.28367855097690703
2025-04-11 00:31:00,10000.0,0.0,-0.2422071305861442
2025-04-11 00:32:00,10000.0,0.0,-0.2173242783516865
2025-04-11 00:33:00,10000.0,0.0,-0.20239456701101188
2025-04-11 00:34:00,10000.0,0.0,-0.19343674020660712
2025-04-11 00:35:00,10000.0,0.0,-0.18806204412396427
2025-04-11 00:36:00,10000.0,0.0,-0.18483722647437856
2025-04-11 00:37:00,10000.0,0.0,-0.18290233588462712
2025-04-11 00:38:00,10000.0,0.0,-0.1891390411555992
2025-04-11 00:39:00,10000.0,0.0,-0.18548342469335952
2025-04-11 00:40:00,10000.0,0.0,-0.1832900548160157
2025-04-11 00:41:00,10000.0,0.0,-0.1819740328896094
2025-04-11 00:42:00,10000.0,0.0,-0.18118441973376562
2025-04-11 00:43:00,10000.0,0.0,-0.1807106518402594
2025-04-11 00:44:00,10000.0,0.0,-0.18042639110415562
2025-04-11 00:45:00,10000.0,0.0,-0.012255834662493354
2025-04-11 00:46:00,10000.0,0.0,0.03693604133437667
2025-04-11 00:47:00,10000.0,0.0,0.06216162480062601
2025-04-11 00:48:00,10000.0,0.0,0.18551273971290147
2025-04-11 00:49:00,10000.0,0.0,0.20730764382774092
2025-04-11 00:50:00,10000.0,0.0,0.22038458629664456
2025-04-11 00:51:00,10000.0,0.0,0.06023075177798674
2025-04-11 00:52:00,10000.0,0.0,-0.014942312055503315
2025-04-11 00:53:00,10000.0,0.0,-0.038965387233301986
2025-04-11 00:54:00,10000.0,0.0,-0.12811015761595487
2025-04-11 00:55:00,10000.0,0.0,-0.14886609456957292
2025-04-11 00:56:00,10000.0,0.0,-0.16131965674174373
2025-04-11 00:57:00,10000.0,0.0,-0.16879179404504624
2025-04-11 00:58:00,10000.0,0.0,-0.17327507642702775
2025-04-11 00:59:00,10000.0,0.0,-0.17596504585621667
2025-04-11 01:00:00,10000.0,0.0,-0.17757902751372998
2025-04-11 01:01:00,10000.0,0.0,-0.178547416508238
2025-04-11 01:02:00,10000.0,0.0,-0.011128449904942777
2025-04-11 01:03:00,10000.0,0.0,0.037217887523764315
2025-04-11 01:04:00,10000.0,0.0,-0.007669267485741409
2025-04-11 01:05:00,10000.0,0.0,-0.03460156049144485
2025-04-11 01:06:00,10000.0,0.0,-0.12182624710768056
2025-04-11 01:07:00,10000.0,0.0,-0.14509574826460833
2025-04-11 01:08:00,10000.0,0.0,-0.159057448958765
2025-04-11 01:09:00,10000.0,0.0,-0.167434469375259
2025-04-11 01:10:00,10000.0,0.0,-0.004460681625155377
2025-04-11 01:11:00,10000.0,0.0,0.038884829593711166
2025-04-11 01:12:00,10000.0,0.0,0.0633308977562267
2025-04-11 01:13:00,10000.0,0.0,0.18719649276896647
2025-04-11 01:14:00,10000.0,0.0,0.04031789566137988
2025-04-11 01:15:00,10000.0,0.0,-0.019920526084655027
2025-04-11 01:16:00,10000.0,0.0,-0.041952315650793014
2025-04-11 01:17:00,10000.0,0.0,-0.13241133453714193
2025-04-11 01:18:00,10000.0,0.0,-0.15144680072228514
2025-04-11 01:19:00,10000.0,0.0,-0.16286808043337106
2025-04-11 01:20:00,10000.0,0.0,-0.001720848260022617
2025-04-11 01:21:00,10000.0,0.0,0.039569787934994355
2025-04-11 01:22:00,10000.0,0.0,0.06374187276099662
2025-04-11 01:23:00,10000.0,0.0,0.1877882967758351
2025-04-11 01:24:00,10000.0,0.0,0.20867297806550106
2025-04-11 01:25:00,10000.0,0.0,0.22120378683930064
2025-04-11 01:26:00,10000.0,0.0,0.2287222721035804
2025-04-11 01:27:00,10000.0,0.0,0.23323336326214827
2025-04-11 01:28:00,10000.0,0.0,0.23594001795728897
2025-04-11 01:29:00,10000.0,0.0,0.2375640107743734
2025-04-11 01:30:00,10000.0,0.0,0.23853840646462404
2025-04-11 01:31:00,10000.0,0.0,0.23912304387877442
2025-04-11 01:32:00,10000.0,0.0,0.23947382632726466
2025-04-11 01:33:00,10000.0,0.0,0.2396842957963588
2025-04-11 01:34:00,10000.0,0.0,0.23981057747781528
2025-04-11 01:35:00,10000.0,0.0,0.2398863464866892
2025-04-11 01:36:00,10000.0,0.0,0.23993180789201352
2025-04-11 01:37:00,10000.0,0.0,0.25898864872363103
2025-04-11 01:38:00,10000.0,0.0,0.25139318923417864
2025-04-11 01:39:00,10000.0,0.0,0.24683591354050718
2025-04-11 01:40:00,10000.0,0.0,0.2441015481243043
2025-04-11 01:41:00,10000.0,0.0,0.2424609288745826
2025-04-11 01:42:00,10000.0,0.0,0.24147655732474957
2025-04-11 01:43:00,10000.0,0.0,0.24088593439484976
2025-04-11 01:44:00,10000.0,0.0,0.24053156063690984
2025-04-11 01:45:00,10000.0,0.0,0.2403189363821459
2025-04-11 01:46:00,10000.0,0.0,0.24019136182928755
2025-04-11 01:47:00,10000.0,0.0,0.24011481709757254
2025-04-11 01:48:00,10000.0,0.0,0.24006889025854353
2025-04-11 01:49:00,10000.0,0.0,0.2400413341551261
2025-04-11 01:50:00,10000.0,0.0,0.24002480049307565
2025-04-11 01:51:00,10000.0,0.0,0.2400148802958454
2025-04-11 01:52:00,10000.0,0.0,0.24000892817750724
2025-04-11 01:53:00,10000.0,0.0,0.24000535690650435
2025-04-11 01:54:00,10000.0,0.0,0.24000321414390263
2025-04-11 01:55:00,10000.0,0.0,0.24000192848634158
2025-04-11 01:56:00,10000.0,0.0,0.24000115709180497
2025-04-11 01:57:00,10000.0,0.0,0.240000694255083
2025-04-11 01:58:00,10000.0,0.0,0.2400004165530498
2025-04-11 01:59:00,10000.0,0.0,0.2400002499318299
2025-04-11 02:00:00,10000.0,0.0,0.24000014995909794
2025-04-11 02:01:00,10000.0,0.0,0.24000008997545874
2025-04-11 02:02:00,10000.0,0.0,0.24000005398527524
2025-04-11 02:03:00,10000.0,0.0,0.24000003239116516
2025-04-11 02:04:00,10000.0,0.0,0.24000001943469912
2025-04-11 02:05:00,10000.0,0.0,0.24000001166081947
2025-04-11 02:06:00,10000.0,0.0,0.24000000699649168
2025-04-11 02:07:00,10000.0,0.0,0.24000000419789502
2025-04-11 02:08:00,10000.0,0.0,0.24000000251873702
2025-04-11 02:09:00,10000.0,0.0,0.2400000015112422
2025-04-11 02:10:00,10000.0,0.0,0.07200000090674533
2025-04-11 02:11:00,10000.0,0.0,-0.011999999773313667
2025-04-11 02:12:00,10000.0,0.0,0.03280000013601181
2025-04-11 02:13:00,10000.0,0.0,0.05968000008160709
2025-04-11 02:14:00,10000.0,0.0,0.013939200117514216
2025-04-11 02:15:00,10000.0,0.0,-0.026515199970621444
2025-04-11 02:16:00,10000.0,0.0,-0.04590911998237286
2025-04-11 02:17:00,10000.0,0.0,-0.1381091327746169
2025-04-11 02:18:00,10000.0,0.0,-0.15486547966477013
2025-04-11 02:19:00,10000.0,0.0,-0.16491928779886209
2025-04-11 02:20:00,10000.0,0.0,-0.17095157267931727
2025-04-11 02:21:00,10000.0,0.0,-0.17457094360759035
2025-04-11 02:22:00,10000.0,0.0,-0.1767425661645542
2025-04-11 02:23:00,10000.0,0.0,-0.17804553969873252
2025-04-11 02:24:00,10000.0,0.0,-0.19068967078095728
2025-04-11 02:25:00,10000.0,0.0,-0.18890496126897033
2025-04-11 02:26:00,10000.0,0.0,-0.2335246071873073
2025-04-11 02:27:00,10000.0,0.0,-0.2500464101144749
2025-04-11 02:28:00,10000.0,0.0,-0.2331419152510202
2025-04-11 02:29:00,10000.0,0.0,-0.21188514915061213
2025-04-11 02:30:00,10000.0,0.0,-0.19913108949036726
2025-04-11 02:31:00,10000.0,0.0,-0.023478653694220336
2025-04-11 02:32:00,10000.0,0.0,0.034130336576444924
2025-04-11 02:33:00,10000.0,0.0,0.06047820194586696
2025-04-11 02:34:00,10000.0,0.0,0.18308861080204844
2025-04-11 02:35:00,10000.0,0.0,0.20585316648122906
2025-04-11 02:36:00,10000.0,0.0,0.21951189988873746
2025-04-11 02:37:00,10000.0,0.0,0.22770713993324246
2025-04-11 02:38:00,10000.0,0.0,0.23262428395994547
2025-04-11 02:39:00,10000.0,0.0,0.2355745703759673
2025-04-11 02:40:00,10000.0,0.0,0.23734474222558039
2025-04-11 02:41:00,10000.0,0.0,0.23840684533534823
2025-04-11 02:42:00,10000.0,0.0,0.23904410720120894
2025-04-11 02:43:00,10000.0,0.0,0.23942646432072537
2025-04-11 02:44:00,10000.0,0.0,0.2396558785924352
2025-04-11 02:45:00,10000.0,0.0,0.23979352715546112
2025-04-11 02:46:00,10000.0,0.0,0.23987611629327665
2025-04-11 02:47:00,10000.0,0.0,0.239925669775966
2025-04-11 02:48:00,10000.0,0.0,0.2399554018655796
2025-04-11 02:49:00,10000.0,0.0,0.23997324111934779
2025-04-11 02:50:00,10000.0,0.0,0.2399839446716087
2025-04-11 02:51:00,10000.0,0.0,0.2399903668029652
2025-04-11 02:52:00,10000.0,0.0,0.23999422008177912
