timestamp,type,price,amount,value,signal,regime,position_scale
2025-04-11 06:40:00,buy,83061.59,0.036118,3000.0185076199996,0.06000000000000001,neutral,1.0
2025-04-11 06:43:00,buy,82964.57,0.000495,41.067462150000004,0.15198,neutral,1.0
2025-04-11 06:44:00,buy,83004.26,0.003458,287.02873108,0.166386,neutral,1.0
2025-04-11 06:45:00,buy,82944.3,0.002447,202.9647021,0.17647020000000002,neutral,1.0
2025-04-11 06:46:00,buy,83044.51,0.001666,138.35215366,0.18352914000000004,neutral,1.0
2025-04-11 06:47:00,buy,82938.92,0.001225,101.60017699999999,0.18847039800000004,neutral,1.0
2025-04-11 06:48:00,buy,83192.93,0.000745,61.97873284999999,0.19192927860000003,neutral,1.0
2025-04-11 06:49:00,buy,83181.13,0.000586,48.744142180000004,0.19435049502,neutral,1.0
2025-04-11 06:50:00,buy,83133.07,0.000424,35.24842168000001,0.19604534651400002,neutral,1.0
2025-04-11 06:51:00,buy,83063.75,0.00031,25.7497625,0.19723174255980003,neutral,1.0
2025-04-11 06:52:00,buy,83015.44,0.000216,17.93133504,0.19806221979186,neutral,1.0
2025-04-11 06:53:00,buy,82999.66,0.000146,12.11795036,0.198643553854302,neutral,1.0
2025-04-11 06:55:00,buy,82875.84,0.000209,17.32105056,0.19933534138860798,neutral,1.0
2025-04-11 06:59:00,buy,82856.04,0.000129,10.688429159999998,0.19984041546740478,neutral,1.0
2025-04-11 07:02:00,buy,82493.8,0.000152,12.539057600000001,0.19994526250531985,neutral,1.0
2025-04-11 07:03:00,sell,82366.79,0.012038,991.5314180199999,0.09496168375372388,neutral,1.0
2025-04-11 07:05:00,sell,82752.26,0.036288,3002.9140108799998,-0.029968774960675314,neutral,1.0
2025-04-11 07:47:00,buy,82204.01,0.036396,2991.8971479599995,0.028248464833773336,neutral,1.0
2025-04-11 07:51:00,buy,82012.08,0.002178,178.62231024,0.15876245640658898,neutral,1.0
2025-04-11 07:52:00,sell,82001.29,0.002126,174.33474253999998,0.06613371948461227,neutral,1.0
2025-04-11 07:54:00,sell,81964.72,0.036448,2987.45011456,-0.04409447745254,neutral,1.0
2025-04-11 08:04:00,buy,81888.49,0.036481,2987.3740036900003,0.03149156888520692,neutral,1.0
2025-04-11 08:05:00,sell,81793.35,0.036481,2983.90320135,-0.022955901780355163,neutral,1.0
2025-04-11 08:12:00,buy,82047.72,0.036376,2984.56786272,0.03896262777801013,neutral,1.0
2025-04-11 08:16:00,sell,81937.99,0.036376,2980.5763242400003,-0.017165073070499783,neutral,1.0
